"CALLDATA_NP_RELEASE_REASON_VALUE"
"GBL_GETDATA_ADDITIONAL_ORIG_BILLING_SERVICE_INDICATORS"
"GBL_GETDATA_ADDITIONAL_ORIG_BILLING_SERVICE_SPARE_INDICATOR"
"GBL_GETDATA_ADDITIONAL_ORIG_CREDIT_CARD_INDICATOR"
"GBL_GETDATA_ADDITIONAL_ORIG_SENTPAID_INDICATOR"
"GBL_GETDATA_ADDITIONAL_ORIG_SPECIAL_BNS_INDICATOR"
"GBL_GETDATA_ADDITIONAL_ORIG_THIRD_NUMBER_INDICATOR"
"GBL_GETDATA_ALPHANUMERIC_STRING"
"GBL_GETDATA_ALTERNATE_PREFERRED_IC"
"GBL_GETDATA_ALTERNATE_PREFERRED_IC_INDICATOR"
"GBL_GETDATA_BILLING_SERVICE_PROVIDER"
"GBL_GETDATA_COLLECT_ACCEPTANCE_INDICATOR"
"GBL_GETDATA_DIVERSION_ROUTING_NUMBER"
"GBL_GETDATA_FOREIGN_LANGUAGE_IDENTIFIER"
"GBL_GETDATA_GENERIC_NAME"
"GBL_GETDATA_IC_INDICATORS"
"GBL_GETDATA_ILP_CIC"
"GBL_GETDATA_ILP_CIC_INDICATOR"
"GBL_GETDATA_INTERCEPT_INDICATOR"
"GBL_GETDATA_INVALID_TCAPID_LIST"
"GBL_GETDATA_ORIG_BILLING_SERVICE_INDICATORS"
"GBL_GETDATA_ORIG_BILLING_SERVICE_SPARE_INDICATOR"
"GBL_GETDATA_ORIG_COLLECT_BILLING_INDICATOR"
"GBL_GETDATA_ORIG_CREDIT_CARD_INDICATOR"
"GBL_GETDATA_ORIG_DACC_INDICATOR"
"GBL_GETDATA_ORIG_FREE_DA_INDICATOR"
"GBL_GETDATA_ORIG_IC"
"GBL_GETDATA_ORIG_IC_INDICATOR"
"GBL_GETDATA_ORIG_IC_INDICATORS"
"GBL_GETDATA_ORIG_INC"
"GBL_GETDATA_ORIG_INC_INDICATOR"
"GBL_GETDATA_ORIG_LISTING_SERVICES_INDICATOR_1"
"GBL_GETDATA_ORIG_LOCAL_NONTOLL_CALL_INDICATOR"
"GBL_GETDATA_ORIG_SENTPAID_INDICATOR"
"GBL_GETDATA_ORIG_SPECIAL_BNS_INDICATOR"
"GBL_GETDATA_ORIG_THIRD_NUMBER_BILLING_INDICATOR"
"GBL_GETDATA_PREFERRED_CODE_LIST"
"GBL_GETDATA_PREFERRED_INC"
"GBL_GETDATA_PREFERRED_INC_INDICATOR"
"GBL_GETDATA_PRIMARY_PREFERRED_IC"
"GBL_GETDATA_PRIMARY_PREFERRED_IC_INDICATOR"
"GBL_GETDATA_PRIMARY_SERVICE_REQUESTER"
"GBL_GETDATA_PSRID_TYPE"
"GBL_GETDATA_QUERIED_NUM"
"GBL_GETDATA_RAO"
"GBL_GETDATA_RECEIVED_TCAPID_LIST"
"GBL_GETDATA_RECORD_STATUS_INDICATOR"
"GBL_GETDATA_REFERRAL_NUMBER"
"GBL_GETDATA_SERVICE_DENIAL_INDICATOR"
"GBL_GETDATA_SERVICE_OR_EQUIPMENT_INDICATOR"
"GBL_GETDATA_THIRD_NUMBER_ACCEPTANCE_INDICATOR"
"GBL_GETDATA_TREATMENT_INDICATOR"
"GBL_GETDATA_TRUE_BILLING_NUMBER"
"GBL_GETDATA_WIRELESS_SERVICES_ORIG_INDICATOR"
"GBL_GETDATA_WIRELESS_SERVICES_TERMINATING_INDICATOR"
"GBL_ICDC_M_BILLING_NUM"
"GBL_ICDC_M_CARRIER_ID"
"GBL_NOA"
"GBL_OLNS_O_PRIMARY_SERVICE_REQUESTER"
"GBL_OLNS_O_PSRID_TYPE"
"GBL_SSN"
"GBL_TRIGGER_CRITERIA"
"LEG1_P_CAP_ACR_IS_LEG_ACTIVE"
"LEG1_P_CAP_ACR_TIME_IF_NO_TRAFFIC_SWITCH"
"LEG1_P_CAP_ACR_TIME_IF_TRAFFIC_SWITCH"
"LEG1_P_DESTINATION_NUMBER"
"LEG1_P_STR_PRI_NUMBER"
"LEG2_ACG_GAP_DURATION"
"LEG2_ACG_GAP_INTERVAL_VALUE"
"LEG2_ACG_GTA"
"LEG2_ACG_NUM_OF_DIGITS"
"LEG2_ACG_TRANSLATION_TYPE"
"LEG2_CAIN_BILLING_NUMBER"
"LEG2_CAIN_SERV_TRANSLATION_SCHEME"
"LEG2_ENUM_CNAMSTRING"
"LEG2_ENUM_CNAM_MESSAGE"
"LEG2_ENUM_CNAM_UNAVAILABLE"
"LEG2_ENUM_SERVICE_TYPE"
"LEG2_NP_AIN_SEND_NOTIFICATION"
"LEG2_NP_DIVERSION_REASON"
"LEG2_NP_ORIG_CALLED_PARTY_NUMBER"
"LEG2_NP_SEND_DIVERSION_HDR"
"LEG2_NP_SEND_FORWARD_CALL_FOR_TERM_ATTEMPT"
"LEG2_PI_AMA_CALLTYPE"
"LEG2_PI_CARRIER"
"LEG2_PI_SERVICE_FEATURE_ID"
"LEG2_P_ALT_CARRIER"
"LEG2_P_ALT_OUTPULSE_NUM"
"LEG2_P_ALT_TRUNK_GROUP"
"LEG2_P_AMADIGITSDIALEDWC1"
"LEG2_P_AMADIGITSDIALEDWC2"
"LEG2_P_AMADIGITSDIALEDWC3"
"LEG2_P_AMADIGITSDIALEDWC4"
"LEG2_P_AMADIGITSDIALEDWC5"
"LEG2_P_AMALINENUMBER"
"LEG2_P_AMALINENUMBER2"
"LEG2_P_AMASLPID"
"LEG2_P_AMA_ALT_BILLING_NUMBER"
"LEG2_P_AMA_BUSINESS_CUSTOMER_ID"
"LEG2_P_APP_ERR_CODE"
"LEG2_P_APP_ERR_CODE_IDENTIFIER"
"LEG2_P_BNS_M_COLLECT_ACCEPTANCE_INDICATOR"
"LEG2_P_BNS_M_COMPANY_ID"
"LEG2_P_BNS_M_IC_INDICATOR_APIC"
"LEG2_P_BNS_M_IC_INDICATOR_PINC"
"LEG2_P_BNS_M_IC_INDICATOR_PPIC"
"LEG2_P_BNS_M_INTERCEPT_INDICATOR"
"LEG2_P_BNS_M_RECORD_STATUS_INDICATOR"
"LEG2_P_BNS_M_SERVICE_OR_EQUIPMENT_INDICATOR"
"LEG2_P_BNS_M_THIRD_NUMBER_ACCEPTANCE_INDICATOR"
"LEG2_P_BNS_M_TREATMENT_INDICATOR"
"LEG2_P_BNS_O_ACC_OWNER"
"LEG2_P_BNS_O_ALT_PREF_IC_DIGIT_IDENTIFIER"
"LEG2_P_BNS_O_BILING_SER_PROV"
"LEG2_P_BNS_O_PREF_INC_DIGIT_IDENTIFIER"
"LEG2_P_BNS_O_PRIM_PREF_IC_DIGIT_IDENTIFIER"
"LEG2_P_BNS_O_RAO_DIGIT"
"LEG2_P_BNS_O_REF_NUM"
"LEG2_P_BNS_O_REF_NUM_TYPE"
"LEG2_P_CALLING_PARTY"
"LEG2_P_CAP_LEG_ACTIVE"
"LEG2_P_CAP_TIMEIFNOTARRIFSWITCH"
"LEG2_P_CARRIER"
"LEG2_P_CARRIER_SELECTION_CODE"
"LEG2_P_CC_ACC_OWNER"
"LEG2_P_CC_ALTERNATE_PREFERRED_IC"
"LEG2_P_CC_BILING_SER_PROV"
"LEG2_P_CC_CCAN_SERVICE_DENIAL_INDICATOR"
"LEG2_P_CC_CCSAN"
"LEG2_P_CC_COMPANY_ID"
"LEG2_P_CC_IC_INDICATOR_APIC"
"LEG2_P_CC_IC_INDICATOR_PINC"
"LEG2_P_CC_IC_INDICATOR_PPIC"
"LEG2_P_CC_MATCH"
"LEG2_P_CC_PIN"
"LEG2_P_CC_PIN_RESTRICTION_INDICATOR"
"LEG2_P_CC_PIN_SERVICE_DENIAL_INDICATOR"
"LEG2_P_CC_PREFERRED_INC"
"LEG2_P_CC_PRIMARY_PREFERRED_IC"
"LEG2_P_CC_RAO_DIGIT"
"LEG2_P_CC_RECORD_STATUS_INDICATOR"
"LEG2_P_CC_TRUE_BILLING_NUMBER"
"LEG2_P_CHARGE_NUMBER"
"LEG2_P_CHARGE_PARTY_STATION_TYPE"
"LEG2_P_DESTINATION_NUMBER"
"LEG2_P_DESTINATION_NUMBER_NOA_INT"
"LEG2_P_DISPLAY_TEXT_CLD_ADDR"
"LEG2_P_DISPLAY_TEXT_CLD_NAME"
"LEG2_P_DISPLAY_TEXT_CLG_ADDR"
"LEG2_P_DISPLAY_TEXT_CLG_NAME"
"LEG2_P_ECHO_DATA"
"LEG2_P_ERB_SET"
"LEG2_P_FCI_BILLING_CHARACTERISTICS"
"LEG2_P_GENERIC_ADDR_DESTINATION_NUM"
"LEG2_P_GENERIC_ADDR_DIALED_NUM"
"LEG2_P_GETDATA_O_ACCOUNT_OWNER"
"LEG2_P_GETDATA_O_ADDITIONAL_ORIG_BILLING_SERVICE_INDICATORS"
"LEG2_P_GETDATA_O_ADDITIONAL_ORIG_BILLING_SERVICE_SPARE_INDICATOR"
"LEG2_P_GETDATA_O_ADDITIONAL_ORIG_CREDIT_CARD_INDICATOR"
"LEG2_P_GETDATA_O_ADDITIONAL_ORIG_SENTPAID_INDICATOR"
"LEG2_P_GETDATA_O_ADDITIONAL_ORIG_SPECIAL_BNS_INDICATOR"
"LEG2_P_GETDATA_O_ADDITIONAL_ORIG_THIRD_NUMBER_INDICATOR"
"LEG2_P_GETDATA_O_ALPHANUMERIC_STRING"
"LEG2_P_GETDATA_O_ALTERNATE_PREFERRED_IC"
"LEG2_P_GETDATA_O_ALTERNATE_PREFERRED_IC_INDICATOR"
"LEG2_P_GETDATA_O_BILLING_SERVICE_PROVIDER"
"LEG2_P_GETDATA_O_COLLECT_ACCEPTANCE_INDICATOR"
"LEG2_P_GETDATA_O_DIVERSION_ROUTING_NUMBER"
"LEG2_P_GETDATA_O_FOREIGN_LANGUAGE_IDENTIFIER"
"LEG2_P_GETDATA_O_GENERIC_NAME"
"LEG2_P_GETDATA_O_ILP_CIC"
"LEG2_P_GETDATA_O_ILP_CIC_INDICATOR"
"LEG2_P_GETDATA_O_INTERCEPT_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_BILLING_SERVICE_INDICATORS"
"LEG2_P_GETDATA_O_ORIG_BILLING_SERVICE_SPARE_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_COLLECT_BILLING_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_CREDIT_CARD_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_DACC_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_FREE_DA_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_IC"
"LEG2_P_GETDATA_O_ORIG_IC_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_IC_INDICATORS"
"LEG2_P_GETDATA_O_ORIG_INC"
"LEG2_P_GETDATA_O_ORIG_INC_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_LISTING_SERVICES_INDICATOR_1"
"LEG2_P_GETDATA_O_ORIG_LOCAL_NONTOLL_CALL_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_SENTPAID_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_SPECIAL_BNS_INDICATOR"
"LEG2_P_GETDATA_O_ORIG_THIRD_NUMBER_BILLING_INDICATOR"
"LEG2_P_GETDATA_O_PREFERRED_CODE_LIST"
"LEG2_P_GETDATA_O_PREFERRED_INC"
"LEG2_P_GETDATA_O_PREFERRED_INC_INDICATOR"
"LEG2_P_GETDATA_O_PRIMARY_PREFERRED_IC"
"LEG2_P_GETDATA_O_PRIMARY_PREFERRED_IC_INDICATOR"
"LEG2_P_GETDATA_O_RAO"
"LEG2_P_GETDATA_O_RECORD_STATUS_INDICATOR"
"LEG2_P_GETDATA_O_REFERRAL_NUMBER"
"LEG2_P_GETDATA_O_REF_NUM_TYPE"
"LEG2_P_GETDATA_O_SERVICE_DENIAL_INDICATOR"
"LEG2_P_GETDATA_O_SERVICE_OR_EQUIPMENT_INDICATOR"
"LEG2_P_GETDATA_O_THIRD_NUMBER_ACCEPTANCE_INDICATOR"
"LEG2_P_GETDATA_O_TREATMENT_INDICATOR"
"LEG2_P_GETDATA_O_TRUE_BILLING_NUMBER"
"LEG2_P_GETDATA_O_WIRELESS_SERVICES_ORIG_INDICATOR"
"LEG2_P_GETDATA_O_WIRELESS_SERVICES_TERMINATING_INDICATOR"
"LEG2_P_GN_M_ACG_DURATION"
"LEG2_P_GN_M_ACG_GAP"
"LEG2_P_GN_M_CALLING_PARTY"
"LEG2_P_GN_M_COMPONENT_ID"
"LEG2_P_GN_M_GENERIC_NAME"
"LEG2_P_GN_M_GENERIC_NAME_AVAILABILITY"
"LEG2_P_GN_M_GENERIC_NAME_PRESENTATION"
"LEG2_P_ICDC_ICDR"
"LEG2_P_INTRCPT_M_COMPANY_ID"
"LEG2_P_INTRCPT_M_INTERCEPT_INDICATOR"
"LEG2_P_INTRCPT_M_RECORD_STATUS_INDICATOR"
"LEG2_P_INTRCPT_O_REF_NUM"
"LEG2_P_INTRCPT_O_REF_NUM_TYPE"
"LEG2_P_MRS_RELAY"
"LEG2_P_MR_GT_DIGITS"
"LEG2_P_MR_PC"
"LEG2_P_MR_ROUTING_INDICATOR"
"LEG2_P_MR_SSN"
"LEG2_P_MR_TT"
"LEG2_P_OUTPULSE_NUM"
"LEG2_P_OUT_CALLED_ISUB"
"LEG2_P_OVERFLOW_BILLING_IND"
"LEG2_P_PRIMARY_BILLING_IND"
"LEG2_P_PRIMARY_TRUNK_GROUP"
"LEG2_P_PSX_DPC"
"LEG2_P_PSX_DPC_DECIMAL"
"LEG2_P_PSX_IS_PORTED"
"LEG2_P_PSX_QTYPE"
"LEG2_P_PSX_RN"
"LEG2_P_PSX_SPID"
"LEG2_P_PSX_SSN"
"LEG2_P_REDIRECTING_PARTY_ID"
"LEG2_P_REDIRECTION_INFO"
"LEG2_P_SECOND_ALT_CARRIER"
"LEG2_P_SECOND_ALT_OUTPULSE_NUM"
"LEG2_P_SECOND_ALT_TRUNK_GROUP"
"LEG2_P_TLNS_M_COMPANY_ID"
"LEG2_P_TLNS_M_IC_INDICATOR_APIC"
"LEG2_P_TLNS_M_IC_INDICATOR_PINC"
"LEG2_P_TLNS_M_IC_INDICATOR_PPIC"
"LEG2_P_TLNS_M_INTERCEPT_INDICATOR"
"LEG2_P_TLNS_M_RECORD_STATUS_INDICATOR"
"LEG2_P_TLNS_M_SERVICE_OR_EQUIPMENT_INDICATOR"
"LEG2_P_TLNS_M_TERMINATING_LINE_INDICATORS"
"LEG2_P_TLNS_M_TREATMENT_INDICATOR"
"LEG2_P_TLNS_O_ALT_PREF_IC_DIGIT_IDENTIFIER"
"LEG2_P_TLNS_O_PREF_INC_DIGIT_IDENTIFIER"
"LEG2_P_TLNS_O_PRIM_PREF_IC_DIGIT_IDENTIFIER"
"LEG2_P_TLNS_O_REF_NUM"
"LEG2_P_TLNS_O_REF_NUM_TYPE"
"LEG2_SEND_ACG"
